date,year,month,country,warehouse,service_line,orders,revenue_eur,returns_rate
2020-11-01,2020,11,ES,Zaragoza,returns,1352,35968.73,0.1871
2020-12-01,2020,12,US,Los_Angeles,fulfillment,5535,232455.96,0.2469
2020-12-01,2020,12,US,Los_Angeles,last_mile,3094,129932.78,0.2103
2020-12-01,2020,12,US,Los_Angeles,returns,2126,62495.31,0.2472
2020-12-01,2020,12,ES,Zaragoza,fulfillment,3448,131041.38,0.1829
2020-12-01,2020,12,ES,Zaragoza,last_mile,1919,72933.35,0.1846
2020-12-01,2020,12,ES,Zaragoza,returns,1444,38418.71,0.2161
2021-01-01,2021,1,US,Los_Angeles,fulfillment,3975,166963.12,0.1836
2021-01-01,2021,1,US,Los_Angeles,last_mile,2006,84268.43,0.2069
2021-01-01,2021,1,US,Los_Angeles,returns,1451,42650.71,0.2289
2021-01-01,2021,1,ES,Zaragoza,fulfillment,2227,84636.33,0.2011
2021-01-01,2021,1,ES,Zaragoza,last_mile,1343,51026.26,0.2092
2021-01-01,2021,1,ES,Zaragoza,returns,966,25700.22,0.1878
2021-02-01,2021,2,US,Los_Angeles,fulfillment,3818,160347.61,0.1801
2021-02-01,2021,2,US,Los_Angeles,last_mile,2139,89840.58,0.2143
2021-02-01,2021,2,US,Los_Angeles,returns,1369,40261.29,0.2102
2021-02-01,2021,2,ES,Zaragoza,fulfillment,2353,89396.26,0.2389
2021-02-01,2021,2,ES,Zaragoza,last_mile,1396,53060.78,0.2026
2021-02-01,2021,2,ES,Zaragoza,returns,921,24495.04,0.2136
2021-03-01,2021,3,US,Los_Angeles,fulfillment,4138,173807.81,0.196
2021-03-01,2021,3,US,Los_Angeles,last_mile,2349,98673.88,0.2451
2021-03-01,2021,3,US,Los_Angeles,returns,1502,44145.14,0.2123
2021-03-01,2021,3,ES,Zaragoza,fulfillment,2612,99238.92,0.1905
2021-03-01,2021,3,ES,Zaragoza,last_mile,1542,58578.86,0.1897
2021-03-01,2021,3,ES,Zaragoza,returns,1091,29017.26,0.1806
2021-04-01,2021,4,US,Los_Angeles,fulfillment,4532,190324.95,0.1822
2021-04-01,2021,4,US,Los_Angeles,last_mile,2264,95078.49,0.2234
2021-04-01,2021,4,US,Los_Angeles,returns,1670,49095.02,0.2198
2021-04-01,2021,4,ES,Zaragoza,fulfillment,2558,97192.49,0.2395
2021-04-01,2021,4,ES,Zaragoza,last_mile,1566,59495.51,0.2397
2021-04-01,2021,4,ES,Zaragoza,returns,1185,31510.14,0.1914
2021-05-01,2021,5,US,Los_Angeles,fulfillment,4443,186602.78,0.2399
2021-05-01,2021,5,US,Los_Angeles,last_mile,2450,102891.22,0.2443
2021-05-01,2021,5,US,Los_Angeles,returns,1588,46680.47,0.2222
2021-05-01,2021,5,ES,Zaragoza,fulfillment,2876,109276.16,0.2053
2021-05-01,2021,5,ES,Zaragoza,last_mile,1541,58550.1,0.2023
2021-05-01,2021,5,ES,Zaragoza,returns,1163,30927.2,0.2221
2021-06-01,2021,6,US,Los_Angeles,fulfillment,4557,191411.82,0.209
2021-06-01,2021,6,US,Los_Angeles,last_mile,2437,102348.45,0.1855
2021-06-01,2021,6,US,Los_Angeles,returns,1616,47507.98,0.2043
2021-06-01,2021,6,ES,Zaragoza,fulfillment,2633,100056.48,0.1916
2021-06-01,2021,6,ES,Zaragoza,last_mile,1475,56056.24,0.2296
2021-06-01,2021,6,ES,Zaragoza,returns,1170,31118.16,0.2022
2021-07-01,2021,7,US,Los_Angeles,fulfillment,4269,179306.22,0.2216
2021-07-01,2021,7,US,Los_Angeles,last_mile,2303,96719.79,0.1901
2021-07-01,2021,7,US,Los_Angeles,returns,1488,43754.8,0.1921
2021-07-01,2021,7,ES,Zaragoza,fulfillment,2295,87195.0,0.2494
2021-07-01,2021,7,ES,Zaragoza,last_mile,1345,51091.29,0.1812
2021-07-01,2021,7,ES,Zaragoza,returns,1023,27201.58,0.2209
2021-08-01,2021,8,US,Los_Angeles,fulfillment,4188,175898.56,0.2428
2021-08-01,2021,8,US,Los_Angeles,last_mile,2281,95798.51,0.2175
2021-08-01,2021,8,US,Los_Angeles,returns,1473,43306.72,0.1991
2021-08-01,2021,8,ES,Zaragoza,fulfillment,2206,83837.46,0.2216
2021-08-01,2021,8,ES,Zaragoza,last_mile,1356,51544.56,0.2265
2021-08-01,2021,8,ES,Zaragoza,returns,892,23735.92,0.1813
2021-09-01,2021,9,US,Los_Angeles,fulfillment,4752,199564.27,0.1962
2021-09-01,2021,9,US,Los_Angeles,last_mile,2587,108673.61,0.1978
2021-09-01,2021,9,US,Los_Angeles,returns,1630,47907.86,0.2187
2021-09-01,2021,9,ES,Zaragoza,fulfillment,2794,106172.3,0.2274
2021-09-01,2021,9,ES,Zaragoza,last_mile,1697,64490.44,0.2197
2021-09-01,2021,9,ES,Zaragoza,returns,1155,30712.2,0.2488
2021-10-01,2021,10,US,Los_Angeles,fulfillment,4985,209385.02,0.216
2021-10-01,2021,10,US,Los_Angeles,last_mile,2723,114377.26,0.2357
2021-10-01,2021,10,US,Los_Angeles,returns,1860,54687.79,0.2086
2021-10-01,2021,10,ES,Zaragoza,fulfillment,2965,112659.81,0.2423
2021-10-01,2021,10,ES,Zaragoza,last_mile,1758,66806.63,0.2278
2021-10-01,2021,10,ES,Zaragoza,returns,1286,34203.97,0.2473
2021-11-01,2021,11,US,Los_Angeles,fulfillment,5975,250935.35,0.194
2021-11-01,2021,11,US,Los_Angeles,last_mile,3171,133200.19,0.2129
2021-11-01,2021,11,US,Los_Angeles,returns,2078,61082.15,0.2415
2021-11-01,2021,11,ES,Zaragoza,fulfillment,3387,128701.62,0.2162
2021-11-01,2021,11,ES,Zaragoza,last_mile,2075,78838.81,0.2312
2021-11-01,2021,11,ES,Zaragoza,returns,1441,38336.49,0.2199
2021-12-01,2021,12,US,Los_Angeles,fulfillment,5837,245159.68,0.2433
2021-12-01,2021,12,US,Los_Angeles,last_mile,3219,135188.7,0.2359
2021-12-01,2021,12,US,Los_Angeles,returns,2197,64593.87,0.1943
2021-12-01,2021,12,ES,Zaragoza,fulfillment,4083,155165.41,0.1816
2021-12-01,2021,12,ES,Zaragoza,last_mile,2407,91476.9,0.2064
2021-12-01,2021,12,ES,Zaragoza,returns,1711,45511.28,0.2421
2022-01-01,2022,1,US,Los_Angeles,fulfillment,4142,173981.92,0.2023
2022-01-01,2022,1,US,Los_Angeles,last_mile,2493,104696.24,0.2207
2022-01-01,2022,1,US,Los_Angeles,returns,1471,43238.5,0.2221
2022-01-01,2022,1,ES,Zaragoza,fulfillment,2448,93020.86,0.2127
2022-01-01,2022,1,ES,Zaragoza,last_mile,1505,57182.41,0.2064
2022-01-01,2022,1,ES,Zaragoza,returns,1052,27980.18,0.1892
2022-02-01,2022,2,US,Los_Angeles,fulfillment,4319,181412.23,0.2279
2022-02-01,2022,2,US,Los_Angeles,last_mile,2165,90926.64,0.2468
2022-02-01,2022,2,US,Los_Angeles,returns,1508,44323.16,0.1869
2022-02-01,2022,2,ES,Zaragoza,fulfillment,2562,97339.79,0.2417
2022-02-01,2022,2,ES,Zaragoza,last_mile,1473,55983.33,0.1941
2022-02-01,2022,2,ES,Zaragoza,returns,1028,27340.35,0.2165
2022-03-01,2022,3,US,Los_Angeles,fulfillment,4514,189600.16,0.1982
2022-03-01,2022,3,US,Los_Angeles,last_mile,2532,106325.73,0.2137
2022-03-01,2022,3,US,Los_Angeles,returns,1728,50808.14,0.2257
2022-03-01,2022,3,ES,Zaragoza,fulfillment,2588,98325.36,0.1877
2022-03-01,2022,3,ES,Zaragoza,last_mile,1629,61913.29,0.2006
2022-03-01,2022,3,ES,Zaragoza,returns,1160,30857.9,0.2414
2022-04-01,2022,4,US,Los_Angeles,fulfillment,4792,201251.35,0.2489
2022-04-01,2022,4,US,Los_Angeles,last_mile,2486,104398.99,0.2467
2022-04-01,2022,4,US,Los_Angeles,returns,1672,49160.75,0.1896
2022-04-01,2022,4,ES,Zaragoza,fulfillment,2983,113356.26,0.2187
2022-04-01,2022,4,ES,Zaragoza,last_mile,1534,58301.3,0.2392
2022-04-01,2022,4,ES,Zaragoza,returns,1166,31016.51,0.218
2022-05-01,2022,5,US,Los_Angeles,fulfillment,4782,200837.68,0.1977
2022-05-01,2022,5,US,Los_Angeles,last_mile,2610,109630.61,0.2396
2022-05-01,2022,5,US,Los_Angeles,returns,1732,50925.86,0.2315
2022-05-01,2022,5,ES,Zaragoza,fulfillment,2966,112697.75,0.206
2022-05-01,2022,5,ES,Zaragoza,last_mile,1739,66089.28,0.2332
2022-05-01,2022,5,ES,Zaragoza,returns,1219,32431.77,0.1945
2022-06-01,2022,6,US,Los_Angeles,fulfillment,4603,193333.5,0.1884
2022-06-01,2022,6,US,Los_Angeles,last_mile,2540,106666.5,0.187
2022-06-01,2022,6,US,Los_Angeles,returns,1725,50719.02,0.2393
2022-06-01,2022,6,ES,Zaragoza,fulfillment,2755,104685.93,0.2089
2022-06-01,2022,6,ES,Zaragoza,last_mile,1697,64473.8,0.1972
2022-06-01,2022,6,ES,Zaragoza,returns,1230,32714.83,0.2396
2022-07-01,2022,7,US,Los_Angeles,fulfillment,4789,201153.07,0.2172
2022-07-01,2022,7,US,Los_Angeles,last_mile,2599,109161.53,0.1971
2022-07-01,2022,7,US,Los_Angeles,returns,1649,48484.85,0.2458
2022-07-01,2022,7,ES,Zaragoza,fulfillment,2478,94161.94,0.2344
2022-07-01,2022,7,ES,Zaragoza,last_mile,1443,54838.42,0.2143
2022-07-01,2022,7,ES,Zaragoza,returns,1031,27415.77,0.2176
2022-08-01,2022,8,US,Los_Angeles,fulfillment,4475,187947.08,0.1892
2022-08-01,2022,8,US,Los_Angeles,last_mile,2455,103102.91,0.2467
2022-08-01,2022,8,US,Los_Angeles,returns,1717,50487.27,0.2467
2022-08-01,2022,8,ES,Zaragoza,fulfillment,2468,93778.43,0.2188
2022-08-01,2022,8,ES,Zaragoza,last_mile,1378,52374.21,0.1977
2022-08-01,2022,8,ES,Zaragoza,returns,1060,28184.19,0.1883
2022-09-01,2022,9,US,Los_Angeles,fulfillment,4985,209364.22,0.2025
2022-09-01,2022,9,US,Los_Angeles,last_mile,2738,114998.76,0.2126
2022-09-01,2022,9,US,Los_Angeles,returns,1828,53742.02,0.2172
2022-09-01,2022,9,ES,Zaragoza,fulfillment,3010,114385.72,0.2492
2022-09-01,2022,9,ES,Zaragoza,last_mile,1774,67395.22,0.2319
2022-09-01,2022,9,ES,Zaragoza,returns,1175,31246.2,0.1907
2022-10-01,2022,10,US,Los_Angeles,fulfillment,5524,232014.03,0.2039
2022-10-01,2022,10,US,Los_Angeles,last_mile,2882,121046.77,0.204
2022-10-01,2022,10,US,Los_Angeles,returns,1953,57429.52,0.2236
2022-10-01,2022,10,ES,Zaragoza,fulfillment,3267,124132.46,0.2356
2022-10-01,2022,10,ES,Zaragoza,last_mile,2030,77156.47,0.2447
2022-10-01,2022,10,ES,Zaragoza,returns,1324,35231.08,0.2247
2022-11-01,2022,11,US,Los_Angeles,fulfillment,6541,274719.67,0.2495
2022-11-01,2022,11,US,Los_Angeles,last_mile,3531,148294.16,0.1843
2022-11-01,2022,11,US,Los_Angeles,returns,2473,72694.14,0.189
2022-11-01,2022,11,ES,Zaragoza,fulfillment,3610,137178.65,0.2243
2022-11-01,2022,11,ES,Zaragoza,last_mile,2161,82136.46,0.2445
2022-11-01,2022,11,ES,Zaragoza,returns,1478,39324.16,0.2308
2022-12-01,2022,12,US,Los_Angeles,fulfillment,6802,285697.45,0.2262
2022-12-01,2022,12,US,Los_Angeles,last_mile,3386,142213.73,0.2131
2022-12-01,2022,12,US,Los_Angeles,returns,2434,71558.0,0.204
2022-12-01,2022,12,ES,Zaragoza,fulfillment,4168,158377.63,0.2275
2022-12-01,2022,12,ES,Zaragoza,last_mile,2464,93632.04,0.1828
2022-12-01,2022,12,ES,Zaragoza,returns,1652,43939.28,0.2425
2023-01-01,2023,1,US,Los_Angeles,fulfillment,4386,184230.92,0.2262
2023-01-01,2023,1,US,Los_Angeles,last_mile,2485,104380.89,0.2463
2023-01-01,2023,1,US,Los_Angeles,returns,1723,50661.69,0.2317
2023-01-01,2023,1,ES,Zaragoza,fulfillment,2655,100905.46,0.2193
2023-01-01,2023,1,ES,Zaragoza,last_mile,1610,61184.19,0.2156
2023-01-01,2023,1,ES,Zaragoza,returns,1125,29928.85,0.2094
2023-02-01,2023,2,US,Los_Angeles,fulfillment,4580,192375.01,0.204
2023-02-01,2023,2,US,Los_Angeles,last_mile,2461,103348.3,0.2108
2023-02-01,2023,2,US,Los_Angeles,returns,1679,49355.57,0.1864
2023-02-01,2023,2,ES,Zaragoza,fulfillment,2824,107329.08,0.2259
2023-02-01,2023,2,ES,Zaragoza,last_mile,1666,63320.8,0.1814
2023-02-01,2023,2,ES,Zaragoza,returns,1109,29510.97,0.1938
2023-03-01,2023,3,US,Los_Angeles,fulfillment,4868,204462.04,0.2402
2023-03-01,2023,3,US,Los_Angeles,last_mile,2597,109070.62,0.2267
2023-03-01,2023,3,US,Los_Angeles,returns,1815,53373.29,0.1993
2023-03-01,2023,3,ES,Zaragoza,fulfillment,2944,111876.84,0.1998
2023-03-01,2023,3,ES,Zaragoza,last_mile,1773,67387.19,0.2437
2023-03-01,2023,3,ES,Zaragoza,returns,1270,33775.12,0.2179
2023-04-01,2023,4,US,Los_Angeles,fulfillment,4734,198842.42,0.2467
2023-04-01,2023,4,US,Los_Angeles,last_mile,2568,107874.92,0.1979
2023-04-01,2023,4,US,Los_Angeles,returns,1869,54949.49,0.2024
2023-04-01,2023,4,ES,Zaragoza,fulfillment,3201,121641.09,0.208
2023-04-01,2023,4,ES,Zaragoza,last_mile,1776,67494.92,0.1816
2023-04-01,2023,4,ES,Zaragoza,returns,1267,33714.33,0.2413
2023-05-01,2023,5,US,Los_Angeles,fulfillment,5396,226623.39,0.2111
2023-05-01,2023,5,US,Los_Angeles,last_mile,2917,122530.45,0.2398
2023-05-01,2023,5,US,Los_Angeles,returns,1844,54205.93,0.2181
2023-05-01,2023,5,ES,Zaragoza,fulfillment,3213,122083.69,0.2243
2023-05-01,2023,5,ES,Zaragoza,last_mile,1796,68229.64,0.1971
2023-05-01,2023,5,ES,Zaragoza,returns,1293,34390.42,0.2447
2023-06-01,2023,6,US,Los_Angeles,fulfillment,4890,205383.48,0.2485
2023-06-01,2023,6,US,Los_Angeles,last_mile,2633,110570.98,0.2335
2023-06-01,2023,6,US,Los_Angeles,returns,1857,54606.36,0.2136
2023-06-01,2023,6,ES,Zaragoza,fulfillment,2895,110022.53,0.1968
2023-06-01,2023,6,ES,Zaragoza,last_mile,1799,68353.61,0.2003
2023-06-01,2023,6,ES,Zaragoza,returns,1283,34139.33,0.221
2023-07-01,2023,7,US,Los_Angeles,fulfillment,4876,204811.12,0.1953
2023-07-01,2023,7,US,Los_Angeles,last_mile,2625,110230.12,0.2402
2023-07-01,2023,7,US,Los_Angeles,returns,1753,51526.32,0.1805
2023-07-01,2023,7,ES,Zaragoza,fulfillment,2554,97035.27,0.2358
2023-07-01,2023,7,ES,Zaragoza,last_mile,1640,62304.19,0.1897
2023-07-01,2023,7,ES,Zaragoza,returns,1107,29447.97,0.1881
2023-08-01,2023,8,US,Los_Angeles,fulfillment,4812,202093.16,0.2499
2023-08-01,2023,8,US,Los_Angeles,last_mile,2554,107287.06,0.1908
2023-08-01,2023,8,US,Los_Angeles,returns,1856,54562.13,0.2234
2023-08-01,2023,8,ES,Zaragoza,fulfillment,2571,97697.47,0.2487
2023-08-01,2023,8,ES,Zaragoza,last_mile,1557,59174.27,0.1897
2023-08-01,2023,8,ES,Zaragoza,returns,1120,29781.03,0.1989
2023-09-01,2023,9,US,Los_Angeles,fulfillment,5341,224307.1,0.2264
2023-09-01,2023,9,US,Los_Angeles,last_mile,2753,115605.33,0.2383
2023-09-01,2023,9,US,Los_Angeles,returns,1990,58509.43,0.2096
2023-09-01,2023,9,ES,Zaragoza,fulfillment,3132,119017.42,0.2151
2023-09-01,2023,9,ES,Zaragoza,last_mile,1934,73491.37,0.2257
2023-09-01,2023,9,ES,Zaragoza,returns,1313,34930.09,0.25
2023-10-01,2023,10,US,Los_Angeles,fulfillment,5828,244773.98,0.1867
2023-10-01,2023,10,US,Los_Angeles,last_mile,3233,135780.7,0.2484
2023-10-01,2023,10,US,Los_Angeles,returns,2229,65539.85,0.2123
2023-10-01,2023,10,ES,Zaragoza,fulfillment,3588,136339.14,0.1836
2023-10-01,2023,10,ES,Zaragoza,last_mile,2104,79939.99,0.2047
2023-10-01,2023,10,ES,Zaragoza,returns,1512,40218.77,0.2382
2023-11-01,2023,11,US,Los_Angeles,fulfillment,6845,287509.71,0.2092
2023-11-01,2023,11,US,Los_Angeles,last_mile,3943,165610.6,0.2324
2023-11-01,2023,11,US,Los_Angeles,returns,2551,74988.12,0.2144
2023-11-01,2023,11,ES,Zaragoza,fulfillment,3887,147708.94,0.1901
2023-11-01,2023,11,ES,Zaragoza,last_mile,2312,87867.25,0.1867
2023-11-01,2023,11,ES,Zaragoza,returns,1626,43258.51,0.2174
2023-12-01,2023,12,US,Los_Angeles,fulfillment,6798,285501.39,0.1837
2023-12-01,2023,12,US,Los_Angeles,last_mile,3831,160897.0,0.2105
2023-12-01,2023,12,US,Los_Angeles,returns,2554,75083.1,0.1824
2023-12-01,2023,12,ES,Zaragoza,fulfillment,4403,167326.23,0.2376
2023-12-01,2023,12,ES,Zaragoza,last_mile,2606,99024.37,0.1903
2023-12-01,2023,12,ES,Zaragoza,returns,1731,46036.08,0.2376
2024-01-01,2024,1,US,Los_Angeles,fulfillment,4712,197910.79,0.2373
2024-01-01,2024,1,US,Los_Angeles,last_mile,2712,113918.97,0.2076
2024-01-01,2024,1,US,Los_Angeles,returns,1818,53442.01,0.198
2024-01-01,2024,1,ES,Zaragoza,fulfillment,2863,108805.59,0.2153
2024-01-01,2024,1,ES,Zaragoza,last_mile,1682,63928.49,0.2125
2024-01-01,2024,1,ES,Zaragoza,returns,1104,29365.28,0.1953
2024-02-01,2024,2,US,Los_Angeles,fulfillment,4830,202868.53,0.2326
2024-02-01,2024,2,US,Los_Angeles,last_mile,2743,115216.47,0.186
2024-02-01,2024,2,US,Los_Angeles,returns,1776,52228.82,0.1923
2024-02-01,2024,2,ES,Zaragoza,fulfillment,3067,116555.57,0.2079
2024-02-01,2024,2,ES,Zaragoza,last_mile,1800,68405.67,0.1896
2024-02-01,2024,2,ES,Zaragoza,returns,1219,32437.76,0.2114
2024-03-01,2024,3,US,Los_Angeles,fulfillment,5336,224114.3,0.2413
2024-03-01,2024,3,US,Los_Angeles,last_mile,3041,127709.05,0.2411
2024-03-01,2024,3,US,Los_Angeles,returns,1847,54316.18,0.1955
2024-03-01,2024,3,ES,Zaragoza,fulfillment,3155,119903.9,0.2002
2024-03-01,2024,3,ES,Zaragoza,last_mile,1781,67671.08,0.2196
2024-03-01,2024,3,ES,Zaragoza,returns,1302,34643.78,0.238
2024-04-01,2024,4,US,Los_Angeles,fulfillment,5829,244822.94,0.1819
2024-04-01,2024,4,US,Los_Angeles,last_mile,2945,123688.92,0.2221
2024-04-01,2024,4,US,Los_Angeles,returns,1871,55019.4,0.1982
2024-04-01,2024,4,ES,Zaragoza,fulfillment,3182,120907.71,0.2331
2024-04-01,2024,4,ES,Zaragoza,last_mile,1831,69568.49,0.2193
2024-04-01,2024,4,ES,Zaragoza,returns,1392,37039.68,0.1989
2024-05-01,2024,5,US,Los_Angeles,fulfillment,5677,238433.71,0.202
2024-05-01,2024,5,US,Los_Angeles,last_mile,3135,131664.21,0.2274
2024-05-01,2024,5,US,Los_Angeles,returns,2092,61492.55,0.1801
2024-05-01,2024,5,ES,Zaragoza,fulfillment,3202,121681.49,0.2426
2024-05-01,2024,5,ES,Zaragoza,last_mile,2004,76161.64,0.192
2024-05-01,2024,5,ES,Zaragoza,returns,1407,37414.46,0.2129
2024-06-01,2024,6,US,Los_Angeles,fulfillment,5619,235988.17,0.2455
2024-06-01,2024,6,US,Los_Angeles,last_mile,3030,127260.45,0.1951
2024-06-01,2024,6,US,Los_Angeles,returns,2121,62359.36,0.1937
2024-06-01,2024,6,ES,Zaragoza,fulfillment,3157,119983.49,0.195
2024-06-01,2024,6,ES,Zaragoza,last_mile,1848,70242.17,0.1945
2024-06-01,2024,6,ES,Zaragoza,returns,1348,35851.36,0.1923
2024-07-01,2024,7,US,Los_Angeles,fulfillment,5241,220108.32,0.2402
2024-07-01,2024,7,US,Los_Angeles,last_mile,2794,117333.91,0.2053
2024-07-01,2024,7,US,Los_Angeles,returns,1864,54809.62,0.205
2024-07-01,2024,7,ES,Zaragoza,fulfillment,2876,109278.82,0.2227
2024-07-01,2024,7,ES,Zaragoza,last_mile,1646,62530.18,0.2422
2024-07-01,2024,7,ES,Zaragoza,returns,1166,31015.17,0.187
2024-08-01,2024,8,US,Los_Angeles,fulfillment,4953,208009.26,0.1881
2024-08-01,2024,8,US,Los_Angeles,last_mile,2608,109529.42,0.1885
2024-08-01,2024,8,US,Los_Angeles,returns,1991,58543.34,0.2328
2024-08-01,2024,8,ES,Zaragoza,fulfillment,2943,111835.34,0.2168
2024-08-01,2024,8,ES,Zaragoza,last_mile,1702,64666.36,0.1831
2024-08-01,2024,8,ES,Zaragoza,returns,1205,32048.33,0.2027
2024-09-01,2024,9,US,Los_Angeles,fulfillment,5592,234862.22,0.2204
2024-09-01,2024,9,US,Los_Angeles,last_mile,3166,132980.82,0.1919
2024-09-01,2024,9,US,Los_Angeles,returns,2005,58951.82,0.2149
2024-09-01,2024,9,ES,Zaragoza,fulfillment,3442,130791.6,0.2078
2024-09-01,2024,9,ES,Zaragoza,last_mile,1963,74576.35,0.189
2024-09-01,2024,9,ES,Zaragoza,returns,1471,39117.84,0.1935
2024-10-01,2024,10,US,Los_Angeles,fulfillment,6607,277495.92,0.2406
2024-10-01,2024,10,US,Los_Angeles,last_mile,3290,138163.0,0.2051
2024-10-01,2024,10,US,Los_Angeles,returns,2249,66127.01,0.2102
2024-10-01,2024,10,ES,Zaragoza,fulfillment,3777,143521.5,0.2449
2024-10-01,2024,10,ES,Zaragoza,last_mile,2076,78895.2,0.2074
2024-10-01,2024,10,ES,Zaragoza,returns,1497,39813.59,0.2116
2024-11-01,2024,11,US,Los_Angeles,fulfillment,7955,334092.09,0.2123
2024-11-01,2024,11,US,Los_Angeles,last_mile,4153,174408.04,0.2188
2024-11-01,2024,11,US,Los_Angeles,returns,2702,79429.49,0.2042
2024-11-01,2024,11,ES,Zaragoza,fulfillment,4200,159584.46,0.1866
2024-11-01,2024,11,ES,Zaragoza,last_mile,2432,92413.46,0.2306
2024-11-01,2024,11,ES,Zaragoza,returns,1773,47160.25,0.195
2024-12-01,2024,12,US,Los_Angeles,fulfillment,7435,312284.87,0.2329
2024-12-01,2024,12,US,Los_Angeles,last_mile,4093,171886.34,0.2379
2024-12-01,2024,12,US,Los_Angeles,returns,2826,83098.01,0.2218
2024-12-01,2024,12,ES,Zaragoza,fulfillment,4868,184977.8,0.1837
2024-12-01,2024,12,ES,Zaragoza,last_mile,2947,112003.3,0.2075
2024-12-01,2024,12,ES,Zaragoza,returns,2030,53993.9,0.2205
2025-01-01,2025,1,US,Los_Angeles,fulfillment,5095,214002.92,0.1827
2025-01-01,2025,1,US,Los_Angeles,last_mile,2927,122918.27,0.2194
2025-01-01,2025,1,US,Los_Angeles,returns,1848,54322.28,0.232
2025-01-01,2025,1,ES,Zaragoza,fulfillment,2829,107485.3,0.2147
2025-01-01,2025,1,ES,Zaragoza,last_mile,1851,70330.93,0.1804
2025-01-01,2025,1,ES,Zaragoza,returns,1297,34512.39,0.2032
2025-02-01,2025,2,US,Los_Angeles,fulfillment,5267,221194.98,0.2061
2025-02-01,2025,2,US,Los_Angeles,last_mile,2950,123901.98,0.1989
2025-02-01,2025,2,US,Los_Angeles,returns,1898,55801.13,0.2342
2025-02-01,2025,2,ES,Zaragoza,fulfillment,2933,111453.47,0.2176
2025-02-01,2025,2,ES,Zaragoza,last_mile,1919,72936.29,0.2475
2025-02-01,2025,2,ES,Zaragoza,returns,1301,34600.04,0.1931
2025-03-01,2025,3,US,Los_Angeles,fulfillment,5498,230909.74,0.2415
2025-03-01,2025,3,US,Los_Angeles,last_mile,2870,120522.92,0.2368
2025-03-01,2025,3,US,Los_Angeles,returns,2136,62794.23,0.2195
2025-03-01,2025,3,ES,Zaragoza,fulfillment,3124,118719.63,0.2225
2025-03-01,2025,3,ES,Zaragoza,last_mile,2099,79775.02,0.2059
2025-03-01,2025,3,ES,Zaragoza,returns,1420,37772.41,0.1883
2025-04-01,2025,4,US,Los_Angeles,fulfillment,6035,253473.56,0.2386
2025-04-01,2025,4,US,Los_Angeles,last_mile,3238,136009.14,0.2013
2025-04-01,2025,4,US,Los_Angeles,returns,2285,67168.08,0.1817
2025-04-01,2025,4,ES,Zaragoza,fulfillment,3576,135878.14,0.2125
2025-04-01,2025,4,ES,Zaragoza,last_mile,2163,82176.91,0.1914
2025-04-01,2025,4,ES,Zaragoza,returns,1454,38670.84,0.2064
2025-05-01,2025,5,US,Los_Angeles,fulfillment,5662,237801.79,0.1828
2025-05-01,2025,5,US,Los_Angeles,last_mile,3369,141483.92,0.2166
2025-05-01,2025,5,US,Los_Angeles,returns,2069,60818.62,0.1898
2025-05-01,2025,5,ES,Zaragoza,fulfillment,3695,140404.13,0.2041
2025-05-01,2025,5,ES,Zaragoza,last_mile,2039,77471.85,0.2463
2025-05-01,2025,5,ES,Zaragoza,returns,1527,40630.5,0.2366
2025-06-01,2025,6,US,Los_Angeles,fulfillment,6188,259896.73,0.1857
2025-06-01,2025,6,US,Los_Angeles,last_mile,3233,135801.09,0.241
2025-06-01,2025,6,US,Los_Angeles,returns,2109,62000.54,0.21
2025-06-01,2025,6,ES,Zaragoza,fulfillment,3546,134732.07,0.1825
2025-06-01,2025,6,ES,Zaragoza,last_mile,2017,76645.5,0.2495
2025-06-01,2025,6,ES,Zaragoza,returns,1586,42198.87,0.1828
2025-07-01,2025,7,US,Los_Angeles,fulfillment,5486,230408.06,0.2011
2025-07-01,2025,7,US,Los_Angeles,last_mile,3051,128147.59,0.1832
2025-07-01,2025,7,US,Los_Angeles,returns,2100,61727.32,0.2386
2025-07-01,2025,7,ES,Zaragoza,fulfillment,3084,117203.99,0.2384
2025-07-01,2025,7,ES,Zaragoza,last_mile,1821,69214.18,0.2174
2025-07-01,2025,7,ES,Zaragoza,returns,1257,33447.13,0.2197
2025-08-01,2025,8,US,Los_Angeles,fulfillment,5521,231873.59,0.2112
2025-08-01,2025,8,US,Los_Angeles,last_mile,3127,131352.18,0.2478
2025-08-01,2025,8,US,Los_Angeles,returns,2099,61698.94,0.1933
2025-08-01,2025,8,ES,Zaragoza,fulfillment,3054,116054.64,0.2475
2025-08-01,2025,8,ES,Zaragoza,last_mile,1856,70511.74,0.2407
2025-08-01,2025,8,ES,Zaragoza,returns,1309,34820.73,0.2381
2025-09-01,2025,9,US,Los_Angeles,fulfillment,6287,264039.9,0.239
2025-09-01,2025,9,US,Los_Angeles,last_mile,3137,131744.38,0.1889
2025-09-01,2025,9,US,Los_Angeles,returns,2263,66526.09,0.2182
2025-09-01,2025,9,ES,Zaragoza,fulfillment,3696,140453.02,0.2429
2025-09-01,2025,9,ES,Zaragoza,last_mile,2272,86344.94,0.2293
2025-09-01,2025,9,ES,Zaragoza,returns,1389,36935.26,0.2119
2025-10-01,2025,10,US,Los_Angeles,fulfillment,6670,280126.34,0.2053
2025-10-01,2025,10,US,Los_Angeles,last_mile,3661,153777.25,0.1863
2025-10-01,2025,10,US,Los_Angeles,returns,2360,69384.98,0.2346
